name,road_address,address,longitude,latitude,phone,url,store_num,parking,toilet,image,avg_score,cluster_key
박미시장,시흥대로18길 16,금천구 시흥동 956,126.9044676,37.44020925,2243-0190,,3,,,,0,금천구
독산동우시장,범안로 1209,금천구 독산동 293-5,126.8962666,37.46682458,896-1233,,189,,,,0,금천구
은행나무시장,금천구 금하로25길(시흥동),금천구 시흥동 828-39,126.9087418,37.45131865,802-7973,,64,,,,0,금천구
대명여울빛거리,시흥대로58길 36,금천구 시흥동 886-6,126.9032352,37.45355033,808-0811,,224,,,,0,금천구
대명시장,시흥대로52길 70,금천구 시흥동 884-4,126.9019559,37.45425941,803-4525,,42,,,,0,금천구
현대시장,독산로41길 7,금천구 시흥동 856,126.9043259,37.45983461,802-7720,,230,,,,0,금천구
남문시장,시흥대로144길 17,금천구 독산동 984-10,126.9004096,37.47376591,868-9727,,116,,,,0,금천구
장신구 특화거리 상점가,강동구 성내로 83,강동구 성내동 545-6,127.1291647,37.52729335,475-9140,,148,,,,0,강동구
고덕전통시장,강동구 고덕로83길 12,강동구 고덕동 210-3,127.1688926,37.55758064,,,33,,,,0,강동구
동서울시장,강동구 올림픽로80길 58,강동구 천호동 405-6,127.1284063,37.54205857,478-1443,,46,,,,0,강동구
천호신시장,강동구 구천면로 209,강동구 천호동 422-3,127.1276729,37.54086042,485-0731,,105,,,,0,강동구
천호시장,강동구 구천면로 205,강동구 천호동 421-1,127.1274261,37.54064905,478-2191,,37,,,,0,강동구
로데오거리상점가,강동구 천호대로157길 14,강동구 천호동 453-19,127.1272722,37.53822616,478-7156,,157,,,,0,강동구
고분다리골목시장,강동구 구천면로34길 10,강동구 천호동 397-99,127.1318068,37.54231615,,,81,,,,0,강동구
양지골목시장,강동구 고덕로27길 15-56,강동구 암사동 450-3,127.1365858,37.55563346,441-9326,,38,,,,0,강동구
명일골목시장,강동구 양재대로168길 20,강동구 명일동 333-2,127.1448902,37.54955078,3426-2070,http://blog.naver.com/myungilmarket,55,,,,0,강동구
성내골목시장,강동구 천호대로162길 65,강동구 성내동 144-16,127.1278198,37.53398833,484-2581,,80,,,,0,강동구
둔촌역전통시장,강동구 풍성로58길 34,강동구 성내동 428-9,127.1351378,37.52747817,471-4967,,84,,,,0,강동구
길동복조리시장,강동구 천호대로187길 61,강동구 길동 397-3,127.1428717,37.53709546,477-5162,http://blog.naver.com/gdsijang,118,,,,0,강동구
암사종합시장,강동구 성암로11길 25,강동구 암사동,127.1291864,37.55111197,442-1040,http://amsamarket.com,105,,,,0,강동구
송화골목시장,강서구 내발산1길 43,강서구 내발산동 723-6,126.8355471,37.54832891,2696-5225,http://songhwasijang.com,56,,,,0,강서구
화곡본동시장,까치산로 35,강서구 화곡동 98-45,126.8441138,37.54288173,2698-0779,http://www.bondongsijangtong.or.kr,51,,,,0,강서구
화곡중앙골목시장,월정로30길 63,강서구 화곡동 370-37,126.8393288,37.53507623,2065-7212,http://www.jungangsijang.net,66,,,,0,강서구
방신재래시장,강서구 방신길 19,강서구 방화동 575-6,126.8120231,37.57235027,2666-4080,http://www.bangsinsijang.com,123,,,,0,강서구
남부골목시장,강서구 남부시장길 26,강서구 화곡동 801-7,126.8602444,37.5331802,2646-5656,http://www.nambusijang.co.kr,153,,,,0,강서구
까치산시장,강서구 담소1길 3,강서구 화곡동 342-31,126.8476696,37.5312651,2606-4500,http://까치산시장.kr,119,,,,0,강서구
등마루시장,화곡로68길 120,강서구 등촌동 637-10,126.8602522,37.55665613,3661-8993,,7,,,,0,강서구
화곡중앙시장,월정로30길 69,강서구 화곡동 370-76,126.839529,37.53535864,2602-5757,,6,,,,0,강서구
신월중앙시장,강서로54길 109,강서구 등촌동 667-9,126.8447414,37.55871343,2693-3704,,11,,,,0,강서구
대원종합시장,화곡로21길 78,강서구 화곡동 1023,126.8364593,37.54448452,2695-5751,,28,,,,0,강서구
남부화곡시장,등촌로5길 80,강서구 화곡동 830-1,126.8589322,37.53306802,2651-5554,,19,,,,0,강서구
공항시장,방화동로3길 7,강서구 방화동 620-130,126.8084513,37.56273264,2662-2751,,7,,,,0,강서구
은마종합상가,삼성로 212,강남구 대치동 316,127.0636272,37.4953739,556-9323,,477,,,,0,강남구
도곡시장,선릉로 311,강남구 역삼동 765-7,127.0520556,37.49732594,,,69,,,,0,강남구
공무원연금매장 상록스토아 개포점,영동대로4길 7,강남구 일원동 613,127.0745415,37.4894196,,,72,,,,0,강남구
개포2동 중심상가,강남구 개포로 512,강남구 개포동 186-17,127.0688253,37.48930851,3412-3417,,266,,,,0,강남구
강남역 지하도상가,강남구 테헤란로 101,강남구 역삼동 821-1,127.0280469,37.49861982,553-1898,,224,,,,0,강남구
청담삼익시장,강남구 학동로 101길 26,강남구 청담동 134-20,127.0576071,37.52243857,547-0225,,165,,,,0,강남구
신사상가,강남구 압구정로29길 72-1,강남구 압구정동 454,127.0283828,37.53228287,542-5844,,84,,,,0,강남구
논현종합시장,강남구 봉은사로33길 33,강남구 논현동 227-4,127.034745,37.5100157,549-3938,,80,,,,0,강남구
영동전통시장,학동로4길 29,강남구 논현동 140-23,127.0236759,37.5097044,2265-9614,http://www.ydmarket.kr,119,,,,0,강남구
강남시장,강남구 압구정로2길 46,강남구 신사동 510-11,127.0206735,37.51876383,542-1754,,100,,,,0,강남구
방천골목시장,월계로7나길 9,강북구 미아동 52-56,127.0333452,37.61257977,,,54,,,,0,강북구
번동북부골목시장,한천로123길 27,강북구 번동 411-18,127.0304256,37.63593496,,,17,,,,0,강북구
수유중앙골목시장,노해로17길 16,강북구 수유동 38-18,127.0214911,37.64074204,,,28,,,,0,강북구
장미원골목시장,삼양로123길 9,강북구 수유동 313-1,127.0151823,37.64465508,,,94,,,,0,강북구
강북종합전통시장(구)강북종합골목시장,한천로144길 26,강북구 수유동 175-61,127.0262748,37.64202635,,,88,,,,0,강북구
우이골목시장,노해로23길 76,강북구 수유동 270-120,127.0196167,37.6462231,902-3071,,67,,,,0,강북구
수유프라자,도봉로 261,강북구 수유동 63,127.0234479,37.63168885,982-2278,,58,,,,0,강북구
수유재래시장,도봉로67길,강북구 수유동 54-4,127.0227763,37.631288,987-6380,http://suyumk.story3.kr,115,,,,0,강북구
수유전통시장(구)수유골목시장,도봉로67길,강북구 수유동 55-2,127.0224883,37.63063169,989-4730,,50,,,,0,강북구
"솔샘시장(미아6,7동골목시장)",솔샘로50길 4,강북구 미아동 1345-3,127.0191751,37.61958635,988-7691,,27,,,,0,강북구
동북시장,솔샘로 233,강북구 미아동 701-3,127.0186215,37.62023544,989-0403,,32,,,,0,강북구
강북종합시장,한천로148길 12-43,강북구 수유동 179-4,127.0252737,37.64232464,994-3989,,12,,,,0,강북구
수유북부시장,삼양로91가길 19,강북구 수유동 405-8,127.016039,37.63608094,903-5546,,23,,,,0,강북구
우이시장,노해로23길 68,강북구 수유동 270-185,127.0199985,37.64603517,993-0240,,13,,,,0,강북구
수유중앙시장,노해로17길 21,강북구 수유동 32-2,127.0211567,37.64033311,902-1353,,28,,,,0,강북구
번동북부시장,한천로123길 26,강북구 번동 413-3,127.030325,37.6362324,902-1683,http://www.bukbooplaza.com,41,,,,0,강북구
숭인시장,도봉로 45,강북구 미아동 465-6,127.0292303,37.61335695,988-1430,,107,,,,0,강북구
수유시장,도봉로67길 18,강북구 수유동 54-5,127.0226494,37.63072491,989-4730,http://www.suyumarket.com,70,,,,0,강북구
연신내상점가,"은평구 갈현동393-400번지 일대
(통일로85길6-12(갈현동))",은평구 갈현동 400-21,126.9186792,37.61959842,070-8927-3254,,205,,,,0,은평구
대림골목시장,"은평구 응암동602-1~31번지750-1~ 695-22일대
(응암로12길8(응암동))",은평구 응암동 602-21,126.9172736,37.58762594,373-8612,,69,,,,0,은평구
대조시장,"은평구 대조동 12, 26번지 일대
(진흥로 153(대조동))",은평구 대조동 12-3,126.9277344,37.60982378,382-5599,http://www.daejomarket.com,77,,,,0,은평구
신응암시장,"은평구 응암동427-130~113
(응암로22길3-1(응암동))",은평구 응암동 427-108,126.9188326,37.59413668,389-3330,,50,,,,0,은평구
수일시장,"은평구 수색동 368-24
(수색로16길 5-1(수색동))",은평구 수색동 367-2,126.895275,37.58293495,302-5798,,0,,,,0,은평구
제일시장,통일로 731,은평구 대조동 14-1,126.9292585,37.61054512,384-3889,,52,,,,0,은평구
응암시장,응암로 252(응암동),은평구 응암동 427-126,126.9185455,37.59439007,355-0727,,10,,,,0,은평구
양지시장,응암로4길 20,은평구 응암동 754-1,126.9175564,37.5865193,302-6729,,4,,,,0,은평구
대림시장,응암로4길 26,은평구 응암동 754-1,126.9176889,37.58672732,302-1666,,104,,,,0,은평구
증산종합시장,증산로3길 12,은평구 증산동 184-9,126.9050475,37.5814633,373-5990,,60,,,,0,은평구
역촌중앙시장,연서로17길 18-6,은평구 갈현동 467-1,126.9162023,37.61327642,359-8595,,46,,,,0,은평구
갈현시장,갈현동 424-16,은평구 갈현동 424-22,126.917387,37.6235601,386-8773,,0,,,,0,은평구
연서시장,통일로 850,은평구 불광동 310-130,126.9219002,37.61932126,355-1272,,93,,,,0,은평구
녹번시장,은평로204-4(응암동),은평구 응암동 74-14,126.9306924,37.60098446,353-5334,,39,,,,0,은평구
만양로상점가,만양로 92,동작구 노량진동 119-158,126.9444839,37.51161004,,,30,,,,0,동작구
신대방1동골목상권,시흥대로 658,동작구 신대방동 607-5,126.9081191,37.4903609,,,113,,,,0,동작구
사당1동먹자골목상점가,동작대로3길 10,동작구 사당동 1031-24,126.9808346,37.47846477,,,109,,,,0,동작구
상도4동도깨비골목시장,상도로22길 36,동작구 상도동 194-10,126.9371241,37.50171203,,,94,,,,0,동작구
상도전통시장,상도로37길 64,동작구 상도동 467-5,126.9522348,37.49863619,,,73,,,,0,동작구
남성역골목시장,사당로16가길 13,동작구 사당동 267-16,126.972552,37.48293601,,,77,,,,0,동작구
흑석시장,서달로12길 19,동작구 흑석동 54-368,126.9628332,37.5069228,,,66,,,,0,동작구
성대골목시장,상도로 102,동작구 상도동 324-1,126.9317505,37.499956,,,89,,,,0,동작구
남성시장,동작대로 129,동작구 사당동 86-9,126.9818636,37.48828881,599-0571,,140,,,,0,동작구
노량진중앙시장,만양로16길 9,동작구 노량진동 119-153,126.9445991,37.51179369,812-5535,,27,,,,0,동작구
신노량진시장,동작구 장승배기로 123-6,동작구 노량진동 307-98,126.9398157,37.50862904,826-5800,,25,,,,0,동작구
본동인정시장,매봉로 177,동작구 본동 187-1,126.9518767,37.51222918,823-3655,,82,,,,0,동작구
성대시장,상도로 102,동작구 상도동 324-1,126.9317592,37.49994282,822-4488,,56,,,,0,동작구
강남시장,상도로 357,동작구 상도동 488,126.953523,37.49693529,813-6231,,16,,,,0,동작구
사당시장,사당로 244,동작구 사당동 318-8,126.9749043,37.48285203,582-3333,,14,,,,0,동작구
영도시장,장승배기로10길 26,동작구 상도동 176-1,126.9407528,37.50452125,813-4359,,60,,,,0,동작구
백운시장,삼양로154길 42,도봉구 쌍문동 495-9,127.0155877,37.65566234,903-0678,,48,,,,0,도봉구
쌍문역골목시장,도봉로113길 20,도봉구 쌍문동 94-29,127.0329491,37.64836537,992-1595,,78,,,,0,도봉구
신도봉시장,도당로27길 60,도봉구 도봉동 611,127.0412099,37.67032573,954-0604,,25,,,,0,도봉구
창동골목시장,덕릉로58길 14,도봉구 창동 557-1,127.0390411,37.63846214,992-6757,,64,,,,0,도봉구
창동신창시장,덕릉로5길 9,도봉구 창동 578-160,127.0370873,37.63976209,990-0040,http://scsangdan.modoo.at/,78,,,,0,도봉구
방학동도깨비시장,방학로10길 51,도봉구 방학동 632-1,127.0339633,37.66451637,954-1225,,103,,,,0,도봉구
동대문 청량리 농수산물 시장,경동시장로 22,동대문구 제기동 629-2,127.040876,37.58092478,963-3214,,95,,,,0,동대문구
청량리 종합도매시장,약령시로 90,동대문구 제기동 838,127.0401164,37.58278586,962-5670,,62,,,,0,동대문구
회기시장,회기로25길 11,동대문구 회기동 57-22,127.0549636,37.59095335,964-2450,,64,,,,0,동대문구
답십리시장,답십리로51길 7-9,동대문구 답십리동 66-38,127.0580504,37.57327523,2213-3004,,52,,,,0,동대문구
청량리수산시장,고산자로34길 48-1,동대문구 용두동 20-47,127.0411284,37.57806902,967-4210,,110,,,,0,동대문구
답십리현대시장,전농로4길 1,동대문구 답십리동 14-8,127.0577826,37.56750348,070-7788-4435,,70,,,,0,동대문구
청량리전통시장,홍릉로1길 26,동대문구 청량리동 777,127.043362,37.58080079,966-1040,,62,,,,0,동대문구
경동광성상가,고산자로38길 25-10,동대문구 제기동 849,127.0400537,37.58051303,965-1601,,80,,,,0,동대문구
서울약령시장,약령중앙로 10,동대문구 제기동 1126-5,127.0370631,37.57904394,969-4793,http://www.seoulya.com,1025,,,,0,동대문구
청량리종합시장,경동시장로 3-1,동대문구 제기동 998,127.0408208,37.5793231,962-1650,,54,,,,0,동대문구
청량리청과물시장,왕산로 173,동대문구 제기동 635-35,127.0424284,37.579738,070-7722-1650,,101,,,,0,동대문구
동부청과시장,왕산로34길 26,동대문구 용두동 1월-39,127.0429754,37.57729173,966-5227,,0,,,,0,동대문구
이문제일시장,이문로 200,동대문구 이문동 250-1,127.0624131,37.60441981,962-5992,,23,,,,0,동대문구
이경시장,휘경로 53,동대문구 휘경동 151-3,127.0660151,37.59460258,966-6966,,78,,,,0,동대문구
전곡시장,한천로 190,동대문구 장안동 108-5,127.0685526,37.57788055,2245-3026,,14,,,,0,동대문구
동부시장,천호대로 281,동대문구 답십리동 495-1,127.052293,37.56762286,2244-4451,,32,,,,0,동대문구
전농로터리시장,전농로 147,동대문구 전농동 295-52,127.0570421,37.57795518,2217-1231,,80,,,,0,동대문구
동서시장,왕산로33길 13,동대문구 제기동 650,127.0415037,37.57978878,967-8169,,53,,,,0,동대문구
경동시장,왕산로 147,동대문구 제기동 1018,127.0395541,37.57892104,967-8721,http://www.kyungdongmart.com/,594,,,,0,동대문구
용두시장,한빛로 62-1,동대문구 용두동 231-5,127.0295039,37.57839705,926-3471,,12,,,,0,동대문구
